country,date,confirmed,deaths,recovered,tests,hospitalized,in.icu,confirmed_m_00-09,confirmed_w_00-09,confirmed_m_10-19,confirmed_w_10-19,confirmed_m_20-29,confirmed_w_20-29,confirmed_m_30-39,confirmed_w_30-39,confirmed_m_40-49,confirmed_w_40-49,confirmed_m_50-59,confirmed_w_50-59,confirmed_m_60-69,confirmed_w_60-69,confirmed_m_70-79,confirmed_w_70-79,confirmed_m_80+,confirmed_w_80+,death_m_00-09,death_w_00-09,death_m_10-19,death_w_10-19,death_m_20-29,death_w_20-29,death_m_30-39,death_w_30-39,death_m_40-49,death_w_40-49,death_m_50-59,death_w_50-59,death_m_60-69,death_w_60-69,death_m_70-79,death_w_70-79,death_m_80+,death_w_80+,first_vaccine,second_vaccine,contacts
Portugal,2021-01-08,466709,7590,360181,NA,3451,536,12415,11994,20815,21370,33240,38182,31634,37996,33764,43539,29790,38746,21907,23678,13945,15886,12330,25320,0,1,1,1,3,3,8,7,44,24,143,60,447,179,982,569,2328,2790,NA,NA,NA
Portugal,2021-01-07,456533,7472,355701,NA,3333,514,12156,11738,20316,20856,32460,37329,30926,37213,33050,42658,29139,37923,21406,23143,13666,15529,12089,24777,0,1,1,1,3,3,8,7,41,22,141,58,441,179,963,563,2294,2746,NA,NA,NA
Portugal,2021-01-06,446606,7377,352225,NA,3293,513,11918,11504,19820,20354,31750,36512,30272,36412,32352,41737,28524,37106,20951,22640,13405,15167,11806,24219,0,1,1,1,3,3,8,7,40,22,139,58,437,178,945,556,2270,2708,NA,NA,NA
Portugal,2021-01-05,436579,7286,349110,NA,3260,512,11692,11243,19328,19859,31047,35629,29582,35586,31602,40871,27885,36277,20476,22131,13118,14844,11530,23724,0,1,1,1,3,3,8,7,40,22,138,58,432,173,927,551,2244,2677,NA,NA,NA
Portugal,2021-01-04,431623,7196,344419,NA,3171,510,11594,11141,19143,19632,30732,35217,29244,35167,31218,40379,27568,35874,20247,21851,12942,14666,11386,23470,0,1,1,1,3,3,8,6,40,22,136,56,425,166,917,549,2218,2644,NA,NA,NA
Portugal,2021-01-03,427254,7118,342535,NA,3044,500,11477,11040,18962,19444,30471,34894,28961,34828,30874,39998,27283,35511,20015,21630,12775,14509,11240,23194,0,1,1,1,3,3,8,6,40,21,133,55,419,164,911,543,2194,2615,NA,NA,NA
Portugal,2021-01-02,423870,7045,340150,NA,2858,492,11389,10957,18830,19309,30253,34640,28743,34592,30623,39710,27066,35195,19849,21450,12651,14366,11133,22967,0,1,1,1,3,3,7,6,40,20,131,55,412,164,897,539,2174,2591,NA,NA,NA
Portugal,2021-01-01,420629,6972,338668,NA,2806,483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-12-31,413678,6906,334276,NA,2840,482,11126,10693,18389,18831,29568,33809,28011,33749,29944,38828,26409,34341,19353,20895,12323,13995,10830,22438,0,1,1,1,3,3,7,6,39,20,128,54,402,160,879,526,2129,2547,NA,NA,NA
Portugal,2020-12-30,406051,6830,331016,NA,2896,487,10944,10487,18082,18439,29030,33195,27509,33135,29400,38101,25490,33693,19015,20522,12111,13714,10647,21943,0,1,1,1,3,3,6,6,38,20,125,53,397,159,870,521,2113,2513,NA,NA,NA
Portugal,2020-12-29,400002,6751,327794,NA,2930,486,10812,10324,17806,18145,28621,32723,27065,32627,28957,37516,25478,33210,18729,20234,11946,13503,10493,21674,0,1,1,1,3,3,6,6,38,20,125,52,396,155,862,516,2086,2480,NA,NA,NA
Portugal,2020-12-28,396666,6677,321682,NA,2967,503,10741,10239,17669,18028,28355,32457,26823,32371,28682,37215,25244,32921,18538,20042,11826,13395,10436,21545,0,1,1,1,2,3,6,6,38,20,123,51,392,153,847,512,2067,2454,NA,NA,NA
Portugal,2020-12-27,394573,6619,319746,NA,2870,504,10688,10196,17578,17925,28215,32292,26696,32210,28520,37023,25099,32747,18421,19948,11753,13305,10381,21438,0,1,1,1,2,3,6,6,38,20,122,50,388,152,843,507,2044,2435,NA,NA,NA
Portugal,2020-12-26,392996,6556,316671,NA,2790,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-12-25,391782,6478,315126,NA,2754,504,10607,10127,17451,17810,28039,32090,26525,32006,28287,36766,24895,32519,18268,19789,11670,13195,10281,21319,0,1,1,1,2,3,6,6,38,20,120,50,377,151,825,494,2003,2380,NA,NA,NA
Portugal,2020-12-24,387636,6413,312533,NA,2853,505,10470,9998,172277,17625,27793,31800,26265,31675,27980,36360,24630,32177,18054,19583,11524,13039,10165,21083,0,1,1,1,2,3,6,6,38,20,117,49,373,150,818,490,1977,2361,NA,NA,NA
Portugal,2020-12-23,383258,6343,308446,NA,2990,511,10321,9888,17074,17455,27502,31483,25997,31358,27668,35959,24329,31844,17834,19320,11373,12855,10054,20807,0,1,1,1,2,3,6,6,38,19,116,49,369,148,809,484,1958,2333,NA,NA,NA
Portugal,2020-12-22,378656,6254,304825,NA,3095,508,10176,9778,16869,17272,27212,31164,25713,31002,27317,35539,24021,31454,17593,19098,11218,12673,9916,20504,0,1,1,1,2,3,6,6,38,19,115,48,366,148,794,477,1936,2293,NA,NA,NA
Portugal,2020-12-21,376220,6191,299603,NA,3158,502,10110,9734,16774,17171,27076,30974,25576,30799,27132,35309,23865,31235,17452,18952,11132,12599,9832,20361,0,1,1,1,2,3,6,6,36,19,115,46,366,146,785,473,1912,2273,NA,NA,NA
Portugal,2020-12-20,374121,6134,297233,NA,3027,483,10051,9683,16676,17068,26958,30813,25451,30637,26991,35126,23730,31065,17337,18838,11064,12513,9774,20210,0,1,1,1,2,3,6,6,36,19,113,46,365,146,779,470,1890,2250,NA,NA,NA
Portugal,2020-12-19,370787,6063,294814,NA,2973,485,9962,9557,16528,16913,26766,30571,25259,30365,26770,34803,23503,30801,17180,18662,10967,12394,9675,19975,0,1,1,1,2,3,6,6,36,19,113,46,363,142,769,464,1867,2224,NA,NA,NA
Portugal,2020-12-18,366952,5977,290690,NA,3061,484,9849,9434,16350,16742,26504,30310,25004,30063,26516,34486,23262,30477,17017,18448,10834,12252,9543,19729,0,1,1,1,2,3,6,6,35,19,112,46,352,141,760,456,1844,2192,NA,NA,NA
Portugal,2020-12-17,362616,5902,287028,NA,3142,494,9712,9303,16158,16526,26234,30004,24739,29754,26253,34130,22991,30076,16782,18199,10695,12065,9402,19461,0,1,0,1,2,3,6,6,34,19,112,45,347,140,750,447,1825,2164,NA,NA,NA
Portugal,2020-12-16,358296,5815,283719,NA,3181,486,9581,9190,15949,16326,25932,29683,24474,29452,25953,33763,22727,29722,16567,17966,10554,11910,9272,19145,0,1,0,1,2,3,6,6,33,19,112,44,343,138,743,441,1798,2125,NA,NA,NA
Portugal,2020-12-15,353576,5733,280038,NA,3206,506,9448,9051,15732,16100,25625,29294,24191,29128,25590,33345,22429,29340,16332,17687,10390,11718,9147,18899,0,1,0,1,2,3,6,6,31,18,110,42,340,135,731,435,1775,2097,NA,NA,NA
Portugal,2020-12-14,350938,5649,274277,NA,3254,513,9376,8985,15619,16027,25436,29069,24044,28901,25398,33128,22285,29100,16192,17546,10305,11619,9048,18727,0,1,0,1,2,3,6,6,31,18,109,42,337,132,718,428,1751,2064,NA,NA,NA
Portugal,2020-12-13,348744,5559,271322,NA,3157,513,9321,8918,15511,15927,25300,28923,23891,28731,25261,32947,22151,28918,16095,17426,10234,10234,8954,18573,0,1,0,1,2,3,6,5,30,16,109,41,333,130,707,423,1727,2025,NA,NA,NA
Portugal,2020-12-12,344700,5461,268453,NA,3093,503,9217,8805,15294,15703,25051,28582,23626,28432,24992,32601,21900,28577,15927,17202,10091,11363,8849,18355,0,1,0,1,2,3,5,4,30,16,109,41,329,130,694,419,1693,1984,NA,NA,NA
Portugal,2020-12-11,340287,5373,263648,NA,3230,507,9097,8685,15070,15501,24722,28231,23330,28074,24684,32231,21619,28210,15736,16980,9950,11231,8747,18055,0,1,0,0,2,3,5,4,30,16,108,39,325,128,680,412,1666,1954,NA,NA,NA
Portugal,2020-12-10,335207,5278,259548,NA,3304,509,8966,8539,14828,15230,24387,27854,23013,27688,24339,31763,21323,27778,15474,16731,9795,11038,8620,17708,0,1,0,0,2,3,5,4,30,16,108,39,319,128,668,405,1643,1907,NA,NA,NA
Portugal,2020-12-09,332073,5192,254700,NA,3332,504,8732,8297,14526,14930,23223,27009,22195,27024,23595,31059,20802,27181,15091,16360,9576,10766,8348,17155,0,1,0,0,2,3,5,4,30,16,107,38,317,126,662,394,1608,1879,NA,NA,NA
Portugal,2020-12-08,327976,5122,252428,NA,3263,499,8609,8176,14342,14720,23000,26711,21930,26702,23319,30698,20532,26851,14896,16160,9448,10606,8224,16867,0,1,0,0,2,3,5,4,30,16,107,38,311,126,649,393,1579,1858,NA,NA,NA
Portugal,2020-12-07,325071,5041,245843,NA,3367,513,8536,8101,14240,14608,22815,26491,21763,26490,23127,30486,20340,26600,14730,16014,9354,10495,8121,16608,0,1,0,0,2,3,5,4,30,16,106,38,304,123,639,390,1554,1826,NA,NA,NA
Portugal,2020-12-06,322474,4963,243055,NA,3268,514,8459,8023,14132,14494,22672,26312,21611,26307,22943,30233,20190,26405,14608,15887,9241,10394,8023,16406,0,1,0,0,2,3,4,4,30,16,105,37,301,120,631,386,1519,1804,NA,NA,NA
Portugal,2020-12-05,318640,4876,240203,NA,3229,517,8321,7886,13931,14321,22486,26053,21416,26023,22686,29845,19966,26112,14429,15711,9113,10249,7885,16115,0,1,0,0,2,3,4,4,30,15,102,37,297,118,621,382,1489,1771,NA,NA,NA
Portugal,2020-12-04,312553,4803,234038,NA,3295,526,8161,7735,13632,14055,22093,25601,21066,25585,22346,29355,19637,25728,14195,15461,8956,10088,7731,15851,0,1,0,0,2,3,4,4,30,15,102,37,286,114,607,377,1471,1750,NA,NA,NA
Portugal,2020-12-03,307618,4724,229018,NA,3330,525,8022,7574,13394,13784,21777,25276,20754,25184,21986,28846,19325,25336,13891,15220,8826,9907,7610,15580,0,1,0,0,2,3,4,4,30,15,101,37,283,113,601,368,1441,1721,NA,NA,NA
Portugal,2020-12-02,303846,4645,223446,NA,3338,525,7915,7475,13243,13603,21554,25000,20512,24920,21729,28484,19100,25003,13797,15029,8692,9757,7500,15330,0,1,0,0,2,3,4,4,30,15,98,37,277,112,590,362,1419,1691,NA,NA,NA
Portugal,2020-12-01,300462,4577,220877,NA,3275,521,7791,7371,13084,13418,21363,24727,20315,24644,21468,28122,18902,24719,13648,14876,8599,9659,7411,15164,0,1,0,0,2,3,4,4,28,15,98,37,273,112,574,360,1400,1666,NA,NA,NA
Portugal,2020-11-30,298061,4505,212942,NA,3342,525,7734,7309,12972,13286,21244,24573,20186,24456,21304,27900,18754,24506,13527,14729,8512,9569,7331,15010,0,1,0,0,2,2,4,3,27,15,97,37,269,111,565,354,1380,1638,NA,NA,NA
Portugal,2020-11-29,294799,4427,209534,NA,3245,536,7647,7180,12809,13111,21046,24352,20031,24209,21084,27596,18566,24255,13383,14549,8398,9444,7229,14792,0,1,0,0,2,2,3,3,27,15,95,36,261,110,555,345,1359,1613,NA,NA,NA
Portugal,2020-11-28,290706,4363,206275,NA,3155,529,7510,7031,12576,12914,20793,24037,19778,23892,20839,27197,18330,23905,13182,14347,8271,9283,7151,14579,0,1,0,0,2,2,3,3,26,15,92,36,258,108,549,340,1338,1590,NA,NA,NA
Portugal,2020-11-27,285838,4276,199446,NA,3208,526,7341,6885,12326,12670,20498,23682,19486,23520,20537,26733,18006,23453,12949,14091,8148,9126,6995,14261,0,1,0,0,2,2,3,3,24,15,90,35,250,106,533,332,1311,1569,NA,NA,NA
Portugal,2020-11-26,280394,4209,193944,NA,3192,516,6966,6518,11687,12046,19695,22829,18723,22619,19695,25599,17285,22548,12385,13464,7822,8737,6731,13725,0,1,0,0,2,2,3,3,23,14,88,34,244,104,510,315,1264,1520,NA,NA,NA
Portugal,2020-11-25,274011,4127,189356,NA,3251,517,6966,6518,11687,12406,19695,22829,18723,22619,19695,25599,17285,22548,12385,13464,7822,8737,6731,13725,0,1,0,0,2,2,3,3,23,14,88,34,244,104,510,315,1264,1520,NA,NA,NA
Portugal,2020-11-24,268721,4056,184233,NA,3275,506,6817,6362,11418,11791,19395,22441,18392,22230,19322,25085,16946,22073,12098,13188,7658,8552,6603,13469,0,1,0,0,2,2,3,3,23,14,85,34,239,102,499,308,1244,1497,NA,NA,NA
Portugal,2020-11-23,264802,3971,176827,NA,3241,498,6704,6227,11214,11623,19163,2988,18122,21900,19022,24693,16694,21739,11928,12988,7539,8417,6529,13298,0,1,0,0,2,2,3,3,23,14,84,34,231,100,491,304,1222,1457,NA,NA,NA
Portugal,2020-11-22,260758,3897,172919,NA,3151,491,6584,6110,11005,11408,18920,21845,17848,21589,18693,24344,16429,21410,11743,12785,7440,8290,6430,13104,0,1,0,0,2,2,3,3,23,14,81,33,228,100,477,297,1199,1434,NA,NA,NA
Portugal,2020-11-21,255970,3824,169379,NA,3025,485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-20,249498,3762,163000,NA,3079,481,6220,5723,10437,10825,18213,21022,17172,20736,17899,23293,15697,20419,11204,12186,7088,7923,6186,12563,0,1,0,0,2,1,3,3,23,13,80,32,218,97,462,286,1144,1397,NA,NA,NA
Portugal,2020-11-19,243009,3701,157924,NA,3017,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-18,236015,3632,153702,NA,3051,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-17,230124,3553,149445,NA,3028,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-16,225672,3472,142155,NA,3040,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-15,217301,3381,125066,NA,2929,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-14,211266,3305,122517,NA,2798,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-13,204664,3250,117382,NA,2799,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-12,198011,3181,113689,NA,2794,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-11,192172,3103,110353,NA,2785,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-10,187237,3021,106878,NA,2742,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-09,183420,2959,102083,NA,2651,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-08,179324,2896,99781,NA,2522,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-07,173540,2848,97747,NA,2420,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-06,166900,2792,93754,NA,2425,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-05,161350,2740,91453,NA,2362,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-04,156940,2694,88946,NA,2337,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-03,149443,2635,86589,NA,2349,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-02,146847,2590,83294,NA,2255,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-11-01,144341,2544,81771,NA,2122,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-31,141279,2507,80280,NA,1972,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-30,137272,2468,77449,NA,1927,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-29,132616,2428,75702,NA,1834,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-28,128392,2395,74001,NA,1794,262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-27,124432,2371,72344,NA,1747,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-26,121133,2343,69956,NA,1672,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-25,118686,2316,68877,NA,1574,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-24,116109,2297,67842,NA,1455,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-23,112440,2276,65880,NA,1418,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-22,109541,2245,64531,NA,1365,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-21,106271,2229,63238,NA,1272,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-20,103736,2213,61898,NA,1237,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-19,101860,2198,59966,NA,1174,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-18,99911,2181,59000,NA,1086,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-17,98055,2162,57919,NA,1014,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-16,95902,2149,56066,NA,1015,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-15,93294,2128,55081,NA,993,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-14,91193,2117,54493,NA,957,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-13,89121,2110,54047,NA,916,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-12,87913,2094,53498,NA,877,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-11,86664,2080,53187,NA,843,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-10,85574,2067,52803,NA,831,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-09,83928,2062,52164,NA,811,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-08,82534,2050,51517,NA,801,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-07,81256,2040,51037,NA,764,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-06,80312,2032,50712,NA,732,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-05,79885,2018,50454,NA,701,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-04,79151,2005,50207,NA,682,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Portugal,2020-10-03,78247,1995,49845,NA,668,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
